antecedents;consequents;confidence;interestingness;support;isSymmetric;cluster;lang;graph;source;target
frozenset({'Insecta', 'Mauritania'});frozenset({'Chilocorus bipustulatus'});0.909090909090909;0.8264462622746375;0.00047589587398277254;False;no_clustering;en;agrovoc;frozenset({'Insecta', 'Mauritania'});frozenset({'Chilocorus bipustulatus'})
frozenset({'bacterial diseases', 'Pasteurella multocida'});frozenset({'Pasteurella'});0.8888888888888888;0.6464646347519024;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'bacterial diseases', 'Pasteurella multocida'});frozenset({'Pasteurella'})
frozenset({'humidity', 'climate'});frozenset({'air'});0.875;0.5568181729907306;0.0003331271117879408;False;no_clustering;en;agrovoc;frozenset({'humidity', 'climate'});frozenset({'air'})
frozenset({'catalytic activity', 'enzyme activity'});frozenset({'biocatalysts'});0.7142857142857143;0.3968253923318078;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'catalytic activity', 'enzyme activity'});frozenset({'biocatalysts'})
frozenset({'cysticercosis', 'pork'});frozenset({'Taenia solium'});0.7142857142857143;0.3968253923318078;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'cysticercosis', 'pork'});frozenset({'Taenia solium'})
frozenset({'mammary glands'});frozenset({'milking machines'});0.7142857142857143;0.3968253923318078;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mammary glands'});frozenset({'milking machines'})
frozenset({'enzyme activity', 'esterification'});frozenset({'biocatalysts'});0.7142857142857143;0.3968253923318078;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'enzyme activity', 'esterification'});frozenset({'biocatalysts'})
frozenset({'research projects', 'desertification'});frozenset({'land degradation'});0.8571428571428571;0.4675324611793496;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'research projects', 'desertification'});frozenset({'land degradation'})
frozenset({'Mauritania', 'biological control'});frozenset({'Chilocorus bipustulatus'});0.8571428571428571;0.4675324611793496;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Mauritania', 'biological control'});frozenset({'Chilocorus bipustulatus'})
frozenset({'Newcastle disease virus', 'disease surveillance'});frozenset({'Avian paramyxovirus'});0.8571428571428571;0.4675324611793496;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Newcastle disease virus', 'disease surveillance'});frozenset({'Avian paramyxovirus'})
frozenset({'cultivated land', 'topography'});frozenset({'surface area'});0.8571428571428571;0.4675324611793496;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'cultivated land', 'topography'});frozenset({'surface area'})
frozenset({'Lactobacillus', 'chemical composition'});frozenset({'Lactobacillus plantarum'});0.8571428571428571;0.4675324611793496;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Lactobacillus', 'chemical composition'});frozenset({'Lactobacillus plantarum'})
frozenset({'salt tolerance', 'Oryza sativa'});frozenset({'osmotic stress'});0.7777777777777777;0.5444444358131587;0.0003331271117879408;False;no_clustering;en;agrovoc;frozenset({'salt tolerance', 'Oryza sativa'});frozenset({'osmotic stress'})
frozenset({'efficiency', 'ethoprophos'});frozenset({'fenamiphos'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'efficiency', 'ethoprophos'});frozenset({'fenamiphos'})
frozenset({'Sahel', 'Metastigmata'});frozenset({'Hyalomma'});1.0;0.6153846042349842;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'Sahel', 'Metastigmata'});frozenset({'Hyalomma'})
frozenset({'teats', 'animal performance'});frozenset({'milking'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'teats', 'animal performance'});frozenset({'milking'})
frozenset({'Amblyomma variegatum', 'Sahel'});frozenset({'Hyalomma'});1.0;0.461538455266794;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Amblyomma variegatum', 'Sahel'});frozenset({'Hyalomma'})
frozenset({'population distribution', 'Metastigmata'});frozenset({'Hyalomma'});1.0;0.461538455266794;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'population distribution', 'Metastigmata'});frozenset({'Hyalomma'})
frozenset({'Rhipicephalus', 'population distribution'});frozenset({'Hyalomma'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Rhipicephalus', 'population distribution'});frozenset({'Hyalomma'})
frozenset({'Scolytidae', 'Silvanidae'});frozenset({'Elateridae'});1.0;0.6923076781964405;0.0004283062865844953;False;no_clustering;en;agrovoc;frozenset({'Scolytidae', 'Silvanidae'});frozenset({'Elateridae'})
frozenset({'Scolytidae', 'Cucujidae'});frozenset({'Elateridae'});1.0;0.6923076781964405;0.0004283062865844953;False;no_clustering;en;agrovoc;frozenset({'Scolytidae', 'Cucujidae'});frozenset({'Elateridae'})
frozenset({'Staphylinidae'});frozenset({'Elateridae'});1.0;0.5384615299251021;0.0003331271117879408;False;no_clustering;en;agrovoc;frozenset({'Staphylinidae'});frozenset({'Elateridae'})
frozenset({'Tenebrionidae'});frozenset({'Elateridae'});1.0;0.6153846042349842;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'Tenebrionidae'});frozenset({'Elateridae'})
frozenset({'Amblyomma variegatum', 'biodiversity'});frozenset({'Hyalomma'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Amblyomma variegatum', 'biodiversity'});frozenset({'Hyalomma'})
frozenset({'biodiversity', 'Metastigmata'});frozenset({'Hyalomma'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'biodiversity', 'Metastigmata'});frozenset({'Hyalomma'})
frozenset({'Rhipicephalus', 'biodiversity'});frozenset({'Hyalomma'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Rhipicephalus', 'biodiversity'});frozenset({'Hyalomma'})
frozenset({'efficiency', 'Radopholus similis'});frozenset({'fenamiphos'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'efficiency', 'Radopholus similis'});frozenset({'fenamiphos'})
frozenset({'aquaculture', 'feed intake'});frozenset({'fish feeding'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'aquaculture', 'feed intake'});frozenset({'fish feeding'})
frozenset({'mammary glands', 'milking machines'});frozenset({'milking'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mammary glands', 'milking machines'});frozenset({'milking'})
frozenset({'teats', 'milking machines'});frozenset({'milking'});1.0;0.461538455266794;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'teats', 'milking machines'});frozenset({'milking'})
frozenset({'agricultural development', 'green revolution'});frozenset({'high-yielding varieties'});1.0;0.461538455266794;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'agricultural development', 'green revolution'});frozenset({'high-yielding varieties'})
frozenset({'Pasteurella', 'cattle'});frozenset({'Pasteurella multocida'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Pasteurella', 'cattle'});frozenset({'Pasteurella multocida'})
frozenset({'mammary glands', 'camels'});frozenset({'milking'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mammary glands', 'camels'});frozenset({'milking'})
frozenset({'biotechnology', 'yeasts'});frozenset({'single cell protein'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'biotechnology', 'yeasts'});frozenset({'single cell protein'})
frozenset({'serology', 'Pasteurella'});frozenset({'Pasteurella multocida'});1.0;0.461538455266794;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'serology', 'Pasteurella'});frozenset({'Pasteurella multocida'})
frozenset({'Babesia argentina', 'piroplasmosis'});frozenset({'Babesia bigemina'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Babesia argentina', 'piroplasmosis'});frozenset({'Babesia bigemina'})
frozenset({'teats', 'mammary glands'});frozenset({'milking'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'teats', 'mammary glands'});frozenset({'milking'})
frozenset({'Babesia argentina', 'Babesia'});frozenset({'Babesia bigemina'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Babesia argentina', 'Babesia'});frozenset({'Babesia bigemina'})
frozenset({'Scolytidae', 'Bruchidae'});frozenset({'Elateridae'});1.0;0.6923076781964405;0.0004283062865844953;False;no_clustering;en;agrovoc;frozenset({'Scolytidae', 'Bruchidae'});frozenset({'Elateridae'})
frozenset({'mammary glands', 'Saudi Arabia'});frozenset({'milking'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mammary glands', 'Saudi Arabia'});frozenset({'milking'})
frozenset({'mammary glands', 'camel milk'});frozenset({'milking'});1.0;0.3846153802600599;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mammary glands', 'camel milk'});frozenset({'milking'})
frozenset({'Sierra Leone', 'Gambia'});frozenset({'Guinea-Bissau'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Sierra Leone', 'Gambia'});frozenset({'Guinea-Bissau'})
frozenset({'meat', 'Nematoda'});frozenset({'tin'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'meat', 'Nematoda'});frozenset({'tin'})
frozenset({'vitamin D', 'camel milk'});frozenset({'vitamin E'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'vitamin D', 'camel milk'});frozenset({'vitamin E'})
frozenset({'Mesostigmata'});frozenset({'Phytoseiidae'});0.909090909090909;0.7575757404184178;0.00047589587398277254;True;no_clustering;en;agrovoc;frozenset({'Mesostigmata'});frozenset({'Phytoseiidae'})
frozenset({'diuron', 'Guinea'});frozenset({'simazine'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'diuron', 'Guinea'});frozenset({'simazine'})
frozenset({'poultry', 'organotin compounds'});frozenset({'tin'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'poultry', 'organotin compounds'});frozenset({'tin'})
frozenset({'Nematoda', 'organotin compounds'});frozenset({'tin'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Nematoda', 'organotin compounds'});frozenset({'tin'})
frozenset({'chickens', 'organotin compounds'});frozenset({'tin'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'chickens', 'organotin compounds'});frozenset({'tin'})
frozenset({'sisal', 'pest insects'});frozenset({'ramie'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'sisal', 'pest insects'});frozenset({'ramie'})
frozenset({'plant protection', 'Mauritania'});frozenset({'Chilocorus bipustulatus'});0.8333333333333334;0.7575757404184178;0.00047589587398277254;False;no_clustering;en;agrovoc;frozenset({'plant protection', 'Mauritania'});frozenset({'Chilocorus bipustulatus'})
frozenset({'disease transmission', 'Newcastle disease'});frozenset({'Avian paramyxovirus'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'disease transmission', 'Newcastle disease'});frozenset({'Avian paramyxovirus'})
frozenset({'plants', 'Seville oranges'});frozenset({'citranges'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'plants', 'Seville oranges'});frozenset({'citranges'})
frozenset({'meat', 'chickens'});frozenset({'tin'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'meat', 'chickens'});frozenset({'tin'})
frozenset({'Phytoseiidae'});frozenset({'Mesostigmata'});0.8333333333333334;0.7575757404184178;0.00047589587398277254;True;no_clustering;en;agrovoc;frozenset({'Phytoseiidae'});frozenset({'Mesostigmata'})
frozenset({'Commelinaceae'});frozenset({'Commelina'});0.8333333333333334;0.3787878744985438;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Commelinaceae'});frozenset({'Commelina'})
frozenset({'Gossypium raimondii'});frozenset({'Gossypium arboreum'});0.7499999999999999;0.44999999388512407;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Gossypium raimondii'});frozenset({'Gossypium arboreum'})
frozenset({'Magnaporthe grisea', 'plant diseases'});frozenset({'rice blast disease'});0.7499999999999999;0.44999999388512407;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Magnaporthe grisea', 'plant diseases'});frozenset({'rice blast disease'})
frozenset({'Newcastle disease virus', 'Newcastle disease'});frozenset({'Avian paramyxovirus'});0.8181818181818181;0.6694214739585413;0.0004283062865844953;False;no_clustering;en;agrovoc;frozenset({'Newcastle disease virus', 'Newcastle disease'});frozenset({'Avian paramyxovirus'})
frozenset({'plant protection', 'Coccoidea'});frozenset({'Chilocorus bipustulatus'});0.8;0.5818181712767123;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'plant protection', 'Coccoidea'});frozenset({'Chilocorus bipustulatus'})
frozenset({'gas exchange', 'Vigna unguiculata'});frozenset({'proline'});0.8571428571428571;0.42857142274773724;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'gas exchange', 'Vigna unguiculata'});frozenset({'proline'})
frozenset({'Avian influenzavirus', 'swine'});frozenset({'Swine influenzavirus'});0.7142857142857143;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Avian influenzavirus', 'swine'});frozenset({'Swine influenzavirus'})
frozenset({'ethoprophos', 'Radopholus similis'});frozenset({'fenamiphos'});0.9285714285714286;0.9285714012324334;0.0006186646361776043;False;no_clustering;en;agrovoc;frozenset({'ethoprophos', 'Radopholus similis'});frozenset({'fenamiphos'})
frozenset({'Tenebrionidae'});frozenset({'Bruchidae'});1.0;0.5714285610753425;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'Tenebrionidae'});frozenset({'Bruchidae'})
frozenset({'Tenebrionidae'});frozenset({'Silvanidae'});1.0;0.5714285610753425;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'Tenebrionidae'});frozenset({'Silvanidae'})
frozenset({'Tenebrionidae'});frozenset({'Cucujidae'});1.0;0.5714285610753425;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'Tenebrionidae'});frozenset({'Cucujidae'})
frozenset({'cattle', 'Stomoxys calcitrans'});frozenset({'Stomoxys'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'cattle', 'Stomoxys calcitrans'});frozenset({'Stomoxys'})
frozenset({'mammary glands', 'milking'});frozenset({'teats'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mammary glands', 'milking'});frozenset({'teats'})
frozenset({'Bruchidae'});frozenset({'Elateridae'});0.9285714285714286;0.9285714012324334;0.0006186646361776043;True;no_clustering;en;agrovoc;frozenset({'Bruchidae'});frozenset({'Elateridae'})
frozenset({'alcohols', 'essential oils'});frozenset({'esters'});1.0;0.42857142274773724;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'alcohols', 'essential oils'});frozenset({'esters'})
frozenset({'mammary glands', 'milking machines'});frozenset({'teats'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mammary glands', 'milking machines'});frozenset({'teats'})
frozenset({'disease surveillance', 'Trypanosoma evansi'});frozenset({'surra'});0.7142857142857143;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'disease surveillance', 'Trypanosoma evansi'});frozenset({'surra'})
frozenset({'Elateridae'});frozenset({'Bruchidae'});1.0;0.9285714012324334;0.0006186646361776043;True;no_clustering;en;agrovoc;frozenset({'Elateridae'});frozenset({'Bruchidae'})
frozenset({'Trypanosoma evansi', 'PCR'});frozenset({'surra'});0.7142857142857143;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Trypanosoma evansi', 'PCR'});frozenset({'surra'})
frozenset({'Silvanidae'});frozenset({'Elateridae'});0.9285714285714286;0.9285714012324334;0.0006186646361776043;True;no_clustering;en;agrovoc;frozenset({'Silvanidae'});frozenset({'Elateridae'})
frozenset({'Elateridae'});frozenset({'Silvanidae'});1.0;0.9285714012324334;0.0006186646361776043;True;no_clustering;en;agrovoc;frozenset({'Elateridae'});frozenset({'Silvanidae'})
frozenset({'cells', 'Ehrlichia ruminantium'});frozenset({'cellulitis'});0.7142857142857143;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'cells', 'Ehrlichia ruminantium'});frozenset({'cellulitis'})
frozenset({'Cucujidae'});frozenset({'Elateridae'});0.9285714285714286;0.9285714012324334;0.0006186646361776043;True;no_clustering;en;agrovoc;frozenset({'Cucujidae'});frozenset({'Elateridae'})
frozenset({'Elateridae'});frozenset({'Cucujidae'});1.0;0.9285714012324334;0.0006186646361776043;True;no_clustering;en;agrovoc;frozenset({'Elateridae'});frozenset({'Cucujidae'})
frozenset({'milking machines', 'milking'});frozenset({'teats'});1.0;0.42857142274773724;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'milking machines', 'milking'});frozenset({'teats'})
frozenset({'Staphylinidae'});frozenset({'Bruchidae'});1.0;0.4999999920733091;0.0003331271117879408;False;no_clustering;en;agrovoc;frozenset({'Staphylinidae'});frozenset({'Bruchidae'})
frozenset({'Staphylinidae'});frozenset({'Silvanidae'});1.0;0.4999999920733091;0.0003331271117879408;False;no_clustering;en;agrovoc;frozenset({'Staphylinidae'});frozenset({'Silvanidae'})
frozenset({'Staphylinidae'});frozenset({'Cucujidae'});1.0;0.4999999920733091;0.0003331271117879408;False;no_clustering;en;agrovoc;frozenset({'Staphylinidae'});frozenset({'Cucujidae'})
frozenset({'biofuels', 'New Caledonia'});frozenset({'electricity generators'});0.7142857142857143;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'biofuels', 'New Caledonia'});frozenset({'electricity generators'})
frozenset({'udders'});frozenset({'teats'});1.0;0.42857142274773724;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'udders'});frozenset({'teats'})
frozenset({'Colombia', 'DNA fingerprinting'});frozenset({'Physalis'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Colombia', 'DNA fingerprinting'});frozenset({'Physalis'})
frozenset({'immunity', 'piroplasmosis'});frozenset({'anaplasmosis'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'immunity', 'piroplasmosis'});frozenset({'anaplasmosis'})
frozenset({'dromedaries', 'cheese'});frozenset({'whey'});0.7142857142857143;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'dromedaries', 'cheese'});frozenset({'whey'})
frozenset({'Moniezia expansa'});frozenset({'Moniezia'});0.8571428571428571;0.42857142274773724;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Moniezia expansa'});frozenset({'Moniezia'})
frozenset({'somatic embryogenesis', 'Cocos nucifera'});frozenset({'callogenesis'});0.7142857142857143;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'somatic embryogenesis', 'Cocos nucifera'});frozenset({'callogenesis'})
frozenset({'Anoplocephalidae'});frozenset({'Moniezia'});0.8571428571428571;0.42857142274773724;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Anoplocephalidae'});frozenset({'Moniezia'})
frozenset({'Oreochromis niloticus', 'microsatellites'});frozenset({'Cichlidae'});0.7142857142857143;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Oreochromis niloticus', 'microsatellites'});frozenset({'Cichlidae'})
frozenset({'Cucujidae'});frozenset({'Silvanidae'});1.0;0.9999999682932365;0.0006662542235758816;True;no_clustering;en;agrovoc;frozenset({'Cucujidae'});frozenset({'Silvanidae'})
frozenset({'Saudi Arabia', 'mammary glands'});frozenset({'teats'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Saudi Arabia', 'mammary glands'});frozenset({'teats'})
frozenset({'mastitis', 'Saudi Arabia'});frozenset({'teats'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mastitis', 'Saudi Arabia'});frozenset({'teats'})
frozenset({'Bruchidae'});frozenset({'Silvanidae'});1.0;0.9999999682932365;0.0006662542235758816;True;no_clustering;en;agrovoc;frozenset({'Bruchidae'});frozenset({'Silvanidae'})
frozenset({'Silvanidae'});frozenset({'Bruchidae'});1.0;0.9999999682932365;0.0006662542235758816;True;no_clustering;en;agrovoc;frozenset({'Silvanidae'});frozenset({'Bruchidae'})
frozenset({'research projects', 'companion planting'});frozenset({'multiple cropping'});1.0;0.5714285610753425;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'research projects', 'companion planting'});frozenset({'multiple cropping'})
frozenset({'Cucujidae'});frozenset({'Bruchidae'});1.0;0.9999999682932365;0.0006662542235758816;True;no_clustering;en;agrovoc;frozenset({'Cucujidae'});frozenset({'Bruchidae'})
frozenset({'Silvanidae'});frozenset({'Cucujidae'});1.0;0.9999999682932365;0.0006662542235758816;True;no_clustering;en;agrovoc;frozenset({'Silvanidae'});frozenset({'Cucujidae'})
frozenset({'mammary glands', 'camel milk'});frozenset({'teats'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mammary glands', 'camel milk'});frozenset({'teats'})
frozenset({'mammary glands', 'camels'});frozenset({'teats'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'mammary glands', 'camels'});frozenset({'teats'})
frozenset({'animal performance', 'milking'});frozenset({'teats'});1.0;0.3571428530986271;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'animal performance', 'milking'});frozenset({'teats'})
frozenset({'Bruchidae'});frozenset({'Cucujidae'});1.0;0.9999999682932365;0.0006662542235758816;True;no_clustering;en;agrovoc;frozenset({'Bruchidae'});frozenset({'Cucujidae'})
frozenset({'somatic cell count'});frozenset({'mastitis'});0.7777777777777777;0.4949494871028715;0.0003331271117879408;False;no_clustering;en;agrovoc;frozenset({'somatic cell count'});frozenset({'mastitis'})
frozenset({'ethoprophos', 'yields'});frozenset({'fenamiphos'});0.9166666666666669;0.7756410063179021;0.0005234854613810499;False;no_clustering;en;agrovoc;frozenset({'ethoprophos', 'yields'});frozenset({'fenamiphos'})
frozenset({'inorganic fertilizers', 'urea'});frozenset({'ammonia'});0.8333333333333334;0.3472222182903319;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'inorganic fertilizers', 'urea'});frozenset({'ammonia'})
frozenset({'legal rights', 'plant genetic resources'});frozenset({'breeders rights'});0.8333333333333334;0.3472222182903319;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'legal rights', 'plant genetic resources'});frozenset({'breeders rights'})
frozenset({'tannins', 'Pinus sylvestris'});frozenset({'Acacia mearnsii'});0.8333333333333334;0.3472222182903319;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'tannins', 'Pinus sylvestris'});frozenset({'Acacia mearnsii'})
frozenset({'sterile insect release', 'behaviour'});frozenset({'males'});0.8333333333333334;0.3472222182903319;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'sterile insect release', 'behaviour'});frozenset({'males'})
frozenset({'plants', 'urea'});frozenset({'ammonia'});0.8333333333333334;0.3472222182903319;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'plants', 'urea'});frozenset({'ammonia'})
frozenset({'wood preservation', 'boron'});frozenset({'Acacia mearnsii'});0.8333333333333334;0.3472222182903319;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'wood preservation', 'boron'});frozenset({'Acacia mearnsii'})
frozenset({'sterilization', 'Chad'});frozenset({'males'});0.8333333333333334;0.3472222182903319;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'sterilization', 'Chad'});frozenset({'males'})
frozenset({'tannins', 'boron'});frozenset({'Acacia mearnsii'});0.8333333333333334;0.3472222182903319;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'tannins', 'boron'});frozenset({'Acacia mearnsii'})
frozenset({'botulism', 'microbiological analysis'});frozenset({'Clostridium botulinum'});0.8888888888888888;0.5470085370977636;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'botulism', 'microbiological analysis'});frozenset({'Clostridium botulinum'})
frozenset({'bacterial diseases', 'Pasteurella'});frozenset({'Pasteurella multocida'});0.8888888888888888;0.5470085370977636;0.00038071669918621806;False;no_clustering;en;agrovoc;frozenset({'bacterial diseases', 'Pasteurella'});frozenset({'Pasteurella multocida'})
frozenset({'Chilo sacchariphagus', 'Saccharum officinarum'});frozenset({'Trichogramma chilonis'});0.8181818181818181;0.6136363511286631;0.0004283062865844953;False;no_clustering;en;agrovoc;frozenset({'Chilo sacchariphagus', 'Saccharum officinarum'});frozenset({'Trichogramma chilonis'})
frozenset({'plant protection', 'dates'});frozenset({'Chilocorus bipustulatus'});0.7500000000000001;0.6136363511286631;0.0004283062865844953;False;no_clustering;en;agrovoc;frozenset({'plant protection', 'dates'});frozenset({'Chilocorus bipustulatus'})
frozenset({'vitamin D', 'nutritive value'});frozenset({'vitamin E'});0.7499999999999999;0.4090909035319309;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'vitamin D', 'nutritive value'});frozenset({'vitamin E'})
frozenset({'farmland', 'Sahel'});frozenset({'surface area'});0.7499999999999999;0.4090909035319309;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'farmland', 'Sahel'});frozenset({'surface area'})
frozenset({'Bandicota', 'Rattus'});frozenset({'Rattus norvegicus'});0.7499999999999999;0.4090909035319309;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Bandicota', 'Rattus'});frozenset({'Rattus norvegicus'})
frozenset({'Newcastle disease virus', 'poultry'});frozenset({'Avian paramyxovirus'});0.7499999999999999;0.4090909035319309;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Newcastle disease virus', 'poultry'});frozenset({'Avian paramyxovirus'})
frozenset({'Sahel', 'fallow'});frozenset({'surface area'});0.7499999999999999;0.4090909035319309;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Sahel', 'fallow'});frozenset({'surface area'})
frozenset({'Urena lobata', 'chemicophysical properties'});frozenset({'ramie'});0.7499999999999999;0.4090909035319309;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'Urena lobata', 'chemicophysical properties'});frozenset({'ramie'})
frozenset({'interest rates', 'credit'});frozenset({'credit policies'});0.7499999999999999;0.4090909035319309;0.0002855375243896635;False;no_clustering;en;agrovoc;frozenset({'interest rates', 'credit'});frozenset({'credit policies'})
frozenset({'Radopholus similis', 'toxicity'});frozenset({'fenamiphos'});0.875;0.4711538386844643;0.0003331271117879408;False;no_clustering;en;agrovoc;frozenset({'Radopholus similis', 'toxicity'});frozenset({'fenamiphos'})
frozenset({'Adansonia rubrostipa', 'wood'});frozenset({'age determination'});1.0;0.3333333295587186;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Adansonia rubrostipa', 'wood'});frozenset({'age determination'})
frozenset({'Adansonia za', 'radiocarbon dating'});frozenset({'age determination'});1.0;0.3333333295587186;0.00023794793699138627;False;no_clustering;en;agrovoc;frozenset({'Adansonia za', 'radiocarbon dating'});frozenset({'age determination'})
